dataset,unseen_idx,unseen_names,nclass,pre_OA_mean,pre_OA_std,pre_AA_mean,pre_AA_std,pre_Kappa_mean,pre_Kappa_std,OA_mean,OA_std,AA_mean,AA_std,Kappa_mean,Kappa_std,S_OA_mean,S_OA_std,U_OA_mean,U_OA_std,H_OA_mean,H_OA_std,S_AA_mean,S_AA_std,U_AA_mean,U_AA_std,H_AA_mean,H_AA_std,avg_train_time,avg_test_time
Houston,4;7,trees;residential buildings,15,0.51644,0.036746,0.474206,0.04508,0.475865,0.039939,0.774786,0.011401,0.808009,0.009866,0.756521,0.012302,0.881077,0.010345,0.245115,0.042779,0.381606,0.051163,0.89451,0.008617,0.245752,0.043187,0.383639,0.051982,422.03,0.49
Houston,4;8,trees;commercial buildings,15,0.554478,0.039067,0.517966,0.047102,0.517252,0.042635,0.760617,0.005667,0.796203,0.006582,0.741204,0.006141,0.856466,0.006673,0.277392,0.021509,0.418557,0.024591,0.87602,0.00619,0.277392,0.021509,0.420906,0.025202,413.47,0.49
Houston,4;9,trees;road,15,0.537449,0.037158,0.497317,0.05422,0.498208,0.04048,0.766041,0.009686,0.800356,0.008538,0.747061,0.010452,0.880134,0.00935,0.193165,0.03028,0.315658,0.040789,0.893669,0.007189,0.193819,0.030383,0.317439,0.041216,428.96,0.5
Houston,4;10,trees;highway,15,0.531002,0.041863,0.458521,0.050603,0.490305,0.045911,0.784429,0.00691,0.815575,0.006562,0.766934,0.007455,0.843962,0.006318,0.481841,0.044257,0.612196,0.03404,0.866727,0.006574,0.483084,0.043971,0.619162,0.034609,422.24,0.49
Houston,4;11,trees;railway,15,0.553006,0.02047,0.495947,0.022308,0.51478,0.022379,0.754352,0.009896,0.792044,0.008168,0.734488,0.010694,0.867573,0.01354,0.181223,0.037367,0.297873,0.050259,0.886111,0.010653,0.18061,0.037241,0.298181,0.050614,422.22,0.49
Houston,4;12,trees;the first kind of parking lot,15,0.5659,0.035079,0.530166,0.046502,0.52944,0.038256,0.753146,0.011665,0.789589,0.010946,0.733122,0.012623,0.865649,0.007182,0.183078,0.058112,0.298121,0.074767,0.883018,0.007214,0.182303,0.057866,0.298191,0.075223,423.1,0.49
Houston,4;14,trees;tennis court,15,0.567638,0.023686,0.51495,0.029969,0.531195,0.025865,0.791437,0.00965,0.777073,0.009926,0.774129,0.010454,0.855917,0.009207,0.276118,0.09157,0.408542,0.10846,0.868081,0.007952,0.185521,0.061525,0.30069,0.085464,422.32,0.49
Houston,5;6,soil;water,15,0.557533,0.024728,0.504223,0.026833,0.520889,0.027084,0.776118,0.002609,0.791725,0.004639,0.759456,0.002776,0.852773,0.004231,0.117149,0.018291,0.205448,0.027539,0.870022,0.004798,0.282792,0.044153,0.424909,0.047745,422.52,0.49
Houston,5;7,soil;residential buildings,15,0.495697,0.027782,0.464932,0.025996,0.455275,0.029883,0.748605,0.006335,0.786856,0.005884,0.728185,0.006839,0.868478,0.010698,0.15065,0.018294,0.256197,0.025892,0.884975,0.008829,0.149086,0.018104,0.254658,0.025977,422.23,0.49
Houston,5;8,soil;commercial buildings,15,0.513777,0.020363,0.468334,0.0175,0.473967,0.021849,0.761556,0.005417,0.796605,0.005556,0.742218,0.005859,0.835197,0.006315,0.389915,0.002065,0.531629,0.002697,0.859224,0.006311,0.389585,0.002064,0.536089,0.002594,420.31,0.49
Houston,5;9,soil;road,15,0.519594,0.043743,0.473218,0.046037,0.480487,0.047338,0.791773,0.008133,0.821389,0.006222,0.77494,0.008714,0.873063,0.011754,0.383193,0.018082,0.532253,0.015856,0.888571,0.008441,0.384705,0.018099,0.536625,0.016557,422.55,0.49
Houston,5;10,soil;highway,15,0.56007,0.0272,0.514921,0.028347,0.524035,0.029223,0.751605,0.002816,0.788868,0.004312,0.731523,0.003021,0.834345,0.003122,0.330631,0.002337,0.473586,0.002679,0.85906,0.004826,0.332618,0.002351,0.479552,0.002821,422.79,0.48
Houston,5;11,soil;railway,15,0.551521,0.023725,0.504031,0.023048,0.514939,0.025241,0.781626,0.005354,0.81282,0.004763,0.764107,0.005803,0.856637,0.005788,0.401531,0.008753,0.546719,0.008493,0.876237,0.005151,0.400614,0.008736,0.549785,0.008455,423.05,0.49
Houston,5;12,soil;the first kind of parking lot,15,0.551451,0.029061,0.51208,0.037106,0.514157,0.032115,0.776987,0.00627,0.808258,0.007604,0.759029,0.00679,0.854849,0.007307,0.382043,0.01369,0.527919,0.012955,0.874029,0.008247,0.380746,0.013643,0.530283,0.013476,422.66,0.49
Houston,5;13,soil;the second kind of parking lot,15,0.568493,0.019844,0.504323,0.020994,0.532643,0.021493,0.817701,0.004135,0.804739,0.003806,0.802629,0.004456,0.852633,0.005105,0.54569,0.019598,0.665238,0.013763,0.870725,0.004727,0.375827,0.013497,0.524875,0.012706,422.54,0.49
Houston,5;14,soil;tennis court,15,0.554534,0.034,0.501904,0.031134,0.517666,0.036982,0.754744,0.006008,0.748553,0.00522,0.7357,0.006358,0.848624,0.007447,0.003407,0.006503,0.006687,0.012754,0.862692,0.007634,0.00665,0.012694,0.012835,0.024458,422.72,0.49
Houston,6;7,water;residential buildings,15,0.572179,0.030533,0.514532,0.028564,0.535958,0.032814,0.806055,0.007024,0.787668,0.006671,0.790164,0.007598,0.872378,0.010093,0.246429,0.030162,0.383161,0.036198,0.885042,0.009335,0.154734,0.018939,0.262852,0.02727,422.62,0.49
Houston,6;9,water;road,15,0.542817,0.02796,0.483364,0.027798,0.503901,0.030196,0.802214,0.00744,0.81052,0.007373,0.786802,0.007981,0.881093,0.009003,0.129192,0.013914,0.225016,0.021497,0.892799,0.008395,0.27571,0.021089,0.420847,0.024489,428.31,0.5
Houston,6;10,water;highway,15,0.641023,0.027074,0.56704,0.024228,0.610308,0.029401,0.820631,0.006484,0.82643,0.00584,0.806776,0.006913,0.840744,0.007862,0.645893,0.018052,0.730355,0.0104,0.858345,0.007857,0.618982,0.043203,0.718308,0.026381,422.52,0.49
Houston,6;12,water;the first kind of parking lot,15,0.615263,0.048587,0.553671,0.056842,0.582703,0.053234,0.784989,0.00752,0.796468,0.007209,0.76901,0.008008,0.862935,0.008209,0.110886,0.007219,0.196438,0.011349,0.878042,0.007568,0.266234,0.017333,0.408278,0.020427,422.59,0.49
Houston,6;13,water;the second kind of parking lot,15,0.623938,0.042506,0.546846,0.04363,0.591463,0.046368,0.825536,0.006335,0.794153,0.006528,0.811785,0.006825,0.858726,0.006102,0.229748,0.014004,0.362318,0.017865,0.873124,0.0056,0.280844,0.017119,0.424732,0.020069,422.38,0.49
Houston,6;14,water;tennis court,15,0.646966,0.044618,0.571143,0.050499,0.616599,0.048765,0.823868,0.007882,0.786915,0.007831,0.80975,0.008473,0.85388,0.008695,0.254062,0.033457,0.390364,0.038325,0.862674,0.00844,0.294481,0.038779,0.437608,0.041519,422.46,0.49
Houston,7;8,residential buildings;commercial buildings,15,0.528662,0.028383,0.476607,0.02584,0.489017,0.03049,0.780855,0.006235,0.813532,0.006699,0.763092,0.006714,0.871737,0.007736,0.327966,0.009452,0.47652,0.009814,0.887996,0.007326,0.329512,0.009393,0.480587,0.010289,401.9,0.49
Houston,7;9,residential buildings;road,15,0.554114,0.02805,0.516024,0.026157,0.517261,0.030194,0.772894,0.010287,0.807215,0.009829,0.754443,0.011121,0.897028,0.010163,0.156791,0.021894,0.266297,0.032061,0.90743,0.008668,0.155814,0.021758,0.265371,0.032119,423.04,0.49
Houston,7;10,residential buildings;highway,15,0.589096,0.027426,0.536518,0.032464,0.554262,0.029966,0.807596,0.020557,0.834246,0.017256,0.792009,0.0222,0.871507,0.008993,0.486534,0.07972,0.620952,0.069446,0.886845,0.008462,0.492351,0.080846,0.629511,0.070254,422.62,0.49
Houston,7;11,residential buildings;railway,15,0.560603,0.035873,0.510103,0.03138,0.523618,0.039192,0.798304,0.016233,0.826267,0.01567,0.782056,0.017479,0.87369,0.011205,0.421119,0.076106,0.56397,0.074459,0.888392,0.01032,0.422454,0.076526,0.56838,0.075911,422.35,0.49
Houston,7;12,residential buildings;the first kind of parking lot,15,0.55644,0.024206,0.516815,0.029406,0.519573,0.026644,0.763378,0.010023,0.799099,0.010094,0.744173,0.01081,0.884035,0.007624,0.159074,0.030989,0.2684,0.043618,0.8979,0.007898,0.156894,0.030565,0.265941,0.043498,422.32,0.49
Houston,7;13,residential buildings;the second kind of parking lot,15,0.562747,0.023644,0.496401,0.028365,0.525278,0.025971,0.803462,0.007978,0.794254,0.006919,0.787178,0.008623,0.878393,0.011213,0.229958,0.033669,0.36303,0.042535,0.89222,0.00856,0.157475,0.023057,0.266921,0.033614,422.54,0.49
Houston,7;14,residential buildings;tennis court,15,0.593174,0.035488,0.538163,0.0289,0.558987,0.038257,0.8059,0.015983,0.789611,0.013512,0.789793,0.017286,0.876509,0.014344,0.250683,0.03084,0.389061,0.038993,0.885304,0.01253,0.167608,0.02062,0.281395,0.029983,422.66,0.49
Houston,8;9,commercial buildings;road,15,0.547849,0.040363,0.502723,0.049836,0.509981,0.044142,0.781794,0.006581,0.813435,0.004507,0.764104,0.007085,0.859664,0.008041,0.390802,0.004754,0.5373,0.004396,0.878252,0.005399,0.392125,0.00477,0.54215,0.004298,389.05,0.5
Houston,8;14,commercial buildings;tennis court,15,0.601205,0.015666,0.537147,0.014163,0.567444,0.016968,0.812067,0.005702,0.794,0.003831,0.796513,0.006153,0.84193,0.007182,0.573409,0.009786,0.682105,0.005628,0.856882,0.004953,0.385267,0.006575,0.531493,0.005756,411.64,0.49
Houston,9;10,road;highway,15,0.601205,0.039355,0.556313,0.044065,0.56813,0.04262,0.775767,0.004855,0.80937,0.004405,0.757646,0.005216,0.863981,0.005453,0.329227,0.002327,0.476773,0.003123,0.882716,0.004749,0.332618,0.002351,0.48317,0.003145,422.72,0.49
Houston,9;11,road;railway,15,0.591787,0.039667,0.552131,0.05388,0.55783,0.043625,0.743308,0.003888,0.781615,0.003545,0.722656,0.00416,0.885371,0.004856,0.027096,0.009651,0.052388,0.018193,0.897722,0.00372,0.026913,0.009586,0.052073,0.018095,422.69,0.49
Houston,9;12,road;the first kind of parking lot,15,0.585872,0.018454,0.550725,0.028111,0.55193,0.019744,0.751142,0.008699,0.789635,0.009321,0.73124,0.009309,0.89639,0.010106,0.018136,0.005675,0.035485,0.010885,0.908349,0.010407,0.017998,0.005632,0.035233,0.010813,422.76,0.49
Houston,9;13,road;the second kind of parking lot,15,0.58185,0.033522,0.513554,0.036368,0.545863,0.036484,0.787877,0.005191,0.786618,0.003106,0.770571,0.005535,0.882352,0.005981,0.057283,0.00571,0.107518,0.010057,0.895112,0.004241,0.081405,0.021319,0.148439,0.035915,427.57,0.5
Houston,9;14,road;tennis court,15,0.590371,0.032192,0.523436,0.032591,0.555359,0.03514,0.784765,0.007606,0.771944,0.005741,0.767281,0.0082,0.880284,0.008386,0.025705,0.014989,0.049489,0.02808,0.887104,0.005922,0.023405,0.019223,0.044857,0.035592,422.19,0.49
Houston,10;11,highway;railway,15,0.631282,0.032069,0.584712,0.048864,0.600745,0.034997,0.807372,0.007073,0.833872,0.007598,0.791852,0.007619,0.843547,0.007156,0.622754,0.011988,0.716475,0.009351,0.86633,0.0082,0.622899,0.011957,0.724652,0.009118,421.87,0.5
Houston,10;12,highway;the first kind of parking lot,15,0.624961,0.015073,0.56317,0.024728,0.593176,0.016897,0.765074,0.00633,0.799361,0.007762,0.746187,0.006823,0.849824,0.007498,0.332106,0.002443,0.477566,0.002923,0.871114,0.008871,0.332961,0.002449,0.481764,0.003148,422.23,0.5
Houston,10;13,highway;the second kind of parking lot,15,0.653231,0.015712,0.588276,0.01176,0.623801,0.016859,0.811661,0.010476,0.800309,0.011342,0.79613,0.011345,0.848009,0.006319,0.525839,0.086171,0.645309,0.059898,0.867534,0.00756,0.363348,0.059543,0.509565,0.05567,422.18,0.49
Houston,10;14,highway;tennis court,15,0.614029,0.014157,0.538982,0.016129,0.580882,0.015413,0.810007,0.01172,0.791865,0.010443,0.794281,0.012672,0.843704,0.007259,0.537619,0.090561,0.652676,0.061721,0.857923,0.007156,0.362489,0.061061,0.506834,0.056357,422.02,0.49
Houston,11;14,railway;tennis court,15,0.630273,0.015012,0.562318,0.011613,0.598942,0.016261,0.813735,0.008048,0.795884,0.005723,0.798621,0.008667,0.855898,0.006749,0.474858,0.020176,0.610647,0.018209,0.86834,0.005144,0.324923,0.017003,0.472655,0.018356,422.07,0.49
Houston,12;14,the first kind of parking lot;tennis court,15,0.606868,0.023663,0.537446,0.024465,0.573319,0.025588,0.771577,0.008469,0.761833,0.007791,0.753666,0.008961,0.866966,0.01036,0.003805,0.007296,0.007453,0.014281,0.877901,0.010801,0.007389,0.014171,0.014208,0.027202,422.49,0.49
