dataset,unseen_idx,unseen_names,nclass,pre_OA_mean,pre_OA_std,pre_AA_mean,pre_AA_std,pre_Kappa_mean,pre_Kappa_std,OA_mean,OA_std,AA_mean,AA_std,Kappa_mean,Kappa_std,S_OA_mean,S_OA_std,U_OA_mean,U_OA_std,H_OA_mean,H_OA_std,S_AA_mean,S_AA_std,U_AA_mean,U_AA_std,H_AA_mean,H_AA_std,avg_train_time,avg_test_time
Houston,1;2,healthy grass;stressed grass,15,0.513146,0.026246,0.459595,0.026272,0.471648,0.028613,0.766769,0.007926,0.802396,0.006684,0.747844,0.008593,0.836448,0.009457,0.418495,0.005132,0.557838,0.005046,0.861539,0.007682,0.417968,0.005125,0.562838,0.004939,332.20,0.31
Houston,1;3,healthy grass;synthetic grass,15,0.562102,0.025523,0.482952,0.031897,0.523512,0.027975,0.756566,0.014251,0.769228,0.018292,0.737266,0.015476,0.856248,0.007854,0.087351,0.080913,0.148090,0.123669,0.873733,0.006882,0.089951,0.105574,0.146567,0.153747,330.28,0.36
Houston,1;4,healthy grass;trees,15,0.545971,0.010747,0.505817,0.019842,0.507685,0.011871,0.743181,0.006767,0.783482,0.004562,0.722381,0.007270,0.855827,0.008021,0.177290,0.037400,0.291710,0.053609,0.876662,0.005367,0.177815,0.037511,0.293674,0.054168,330.21,0.39
Houston,1;5,healthy grass;soil,15,0.535487,0.030114,0.497973,0.031583,0.497753,0.032622,0.766559,0.005642,0.800280,0.004907,0.747733,0.006076,0.844695,0.006557,0.373638,0.013040,0.517955,0.012316,0.865698,0.005417,0.375064,0.013089,0.523235,0.012573,330.30,0.42
Houston,1;6,healthy grass;water,15,0.605788,0.034284,0.550413,0.039112,0.572443,0.037449,0.777071,0.007180,0.789936,0.007367,0.760191,0.007583,0.855222,0.007632,0.109759,0.005045,0.194517,0.008040,0.870456,0.007483,0.266558,0.012252,0.408001,0.014698,330.36,0.41
Houston,1;7,healthy grass;residential buildings,15,0.558038,0.023769,0.511107,0.020459,0.520620,0.025696,0.747737,0.007373,0.786413,0.007226,0.727298,0.007956,0.865785,0.008134,0.161538,0.022053,0.271583,0.031799,0.882713,0.006640,0.160465,0.021906,0.270917,0.031934,388.04,0.47
Houston,1;8,healthy grass;commercial buildings,15,0.585929,0.011179,0.536763,0.011391,0.550890,0.012390,0.760911,0.003103,0.797730,0.003661,0.741582,0.003347,0.836014,0.003831,0.383622,0.007284,0.525868,0.006701,0.861265,0.004804,0.384752,0.007298,0.531834,0.006487,408.63,0.49
Houston,1;9,healthy grass;road,15,0.561878,0.029951,0.525183,0.043162,0.525213,0.032730,0.737001,0.005710,0.776620,0.007678,0.715773,0.006226,0.872883,0.005508,0.057131,0.020800,0.106414,0.037163,0.887309,0.008542,0.057140,0.020806,0.106546,0.037238,422.73,0.49
Houston,1;10,healthy grass;highway,15,0.595123,0.017356,0.544331,0.024059,0.560853,0.018991,0.753259,0.002971,0.791581,0.003748,0.733372,0.003170,0.836956,0.003135,0.329367,0.002328,0.472707,0.002860,0.862191,0.004130,0.332618,0.002351,0.480040,0.002832,423.24,0.50
Houston,1;11,healthy grass;railway,15,0.593441,0.028823,0.547331,0.047432,0.559223,0.031820,0.762663,0.007160,0.798429,0.005886,0.743569,0.007761,0.858678,0.012205,0.278357,0.085732,0.411547,0.110032,0.878671,0.011784,0.276857,0.085225,0.412365,0.110626,422.54,0.49
Houston,1;12,healthy grass;the first kind of parking lot,15,0.581668,0.018280,0.531206,0.014922,0.546186,0.019628,0.761948,0.012922,0.797263,0.010399,0.742933,0.013921,0.861724,0.005581,0.258160,0.081834,0.389218,0.109418,0.880487,0.005721,0.256313,0.081248,0.389116,0.109738,422.71,0.49
Houston,1;13,healthy grass;the second kind of parking lot,15,0.602775,0.037330,0.544255,0.035096,0.568737,0.040792,0.769629,0.003526,0.771832,0.003070,0.751431,0.003907,0.857229,0.003037,0.091733,0.024670,0.164674,0.040414,0.875059,0.005085,0.100853,0.027295,0.179616,0.042905,422.15,0.50
Houston,1;14,healthy grass;tennis court,15,0.580182,0.037363,0.511903,0.043586,0.544235,0.041042,0.757043,0.005992,0.751664,0.004056,0.737942,0.006251,0.851783,0.007207,0.003639,0.006968,0.007134,0.013649,0.866205,0.005728,0.007143,0.013678,0.013753,0.026293,422.94,0.48
Houston,1;15,healthy grass;running track,15,0.560547,0.011490,0.486947,0.015299,0.522348,0.012764,0.779874,0.003055,0.801915,0.002015,0.762588,0.003399,0.854484,0.003805,0.267879,0.032055,0.406757,0.037304,0.871211,0.004383,0.351493,0.035009,0.499778,0.035158,422.13,0.49
Houston,2;3,stressed grass;synthetic grass,15,0.571899,0.026076,0.490859,0.026536,0.534193,0.028489,0.795179,0.009127,0.796243,0.007871,0.778349,0.009872,0.837594,0.011064,0.510955,0.012421,0.634564,0.008943,0.857591,0.009513,0.397481,0.009663,0.543090,0.008590,422.47,0.49
Houston,2;4,stressed grass;trees,15,0.541766,0.023288,0.505851,0.034153,0.503120,0.025950,0.783966,0.008080,0.815103,0.007231,0.766393,0.008722,0.853690,0.010895,0.434233,0.023046,0.575188,0.019426,0.873927,0.009122,0.432753,0.023067,0.578423,0.020118,422.56,0.49
Houston,2;5,stressed grass;soil,15,0.529460,0.014712,0.487724,0.016979,0.490886,0.015631,0.760883,0.007300,0.796309,0.005158,0.741423,0.007880,0.833429,0.009576,0.396624,0.009283,0.537357,0.007680,0.858106,0.006476,0.394626,0.009236,0.540538,0.008166,421.93,0.49
Houston,2;6,stressed grass;water,15,0.604541,0.014753,0.538765,0.013261,0.570815,0.016039,0.820687,0.006375,0.799722,0.005615,0.805893,0.006906,0.843427,0.008960,0.626951,0.018913,0.718975,0.009890,0.862058,0.008032,0.394542,0.011902,0.541157,0.009917,422.13,0.49
Houston,2;7,stressed grass;residential buildings,15,0.562901,0.027023,0.523499,0.029306,0.526450,0.029184,0.795823,0.008157,0.825342,0.007605,0.779236,0.008807,0.860278,0.011004,0.476242,0.010230,0.612947,0.007130,0.878786,0.010005,0.477952,0.010251,0.619018,0.006876,422.70,0.49
Houston,2;8,stressed grass;commercial buildings,15,0.579902,0.048548,0.528743,0.070284,0.544055,0.053558,0.790133,0.004862,0.820634,0.004227,0.773098,0.005245,0.848764,0.006026,0.496037,0.002208,0.626128,0.001749,0.870390,0.005075,0.497221,0.002205,0.632882,0.001444,416.94,0.49
Houston,2;9,stressed grass;road,15,0.560112,0.031793,0.516671,0.043301,0.523086,0.035150,0.786826,0.006183,0.817622,0.003783,0.769493,0.006669,0.859462,0.008179,0.423950,0.014788,0.567612,0.012656,0.878238,0.004824,0.423619,0.014789,0.571372,0.013117,421.88,0.49
Houston,2;10,stressed grass;highway,15,0.612810,0.012404,0.558193,0.023442,0.579986,0.013581,0.802228,0.005602,0.829760,0.005876,0.786148,0.006058,0.822881,0.007475,0.697793,0.007082,0.755136,0.003359,0.850117,0.007607,0.697438,0.006974,0.766184,0.002561,413.46,0.49
Houston,2;11,stressed grass;railway,15,0.603910,0.022358,0.545763,0.022708,0.570417,0.024395,0.771563,0.008075,0.804825,0.008132,0.752968,0.008733,0.842147,0.011199,0.416074,0.013474,0.556749,0.010773,0.865079,0.010362,0.413175,0.013405,0.559046,0.011351,421.70,0.49
Houston,2;12,stressed grass;the first kind of parking lot,15,0.574282,0.008911,0.516730,0.019552,0.537799,0.009889,0.770946,0.008263,0.804395,0.007915,0.752318,0.008931,0.844323,0.009612,0.401016,0.009415,0.543689,0.009042,0.866971,0.008841,0.397649,0.009336,0.545153,0.009205,422.11,0.48
Houston,2;13,stressed grass;the second kind of parking lot,15,0.602817,0.029303,0.543396,0.040977,0.569001,0.031906,0.811240,0.008659,0.799382,0.007257,0.795569,0.009367,0.840905,0.009989,0.582152,0.011504,0.687898,0.008091,0.860851,0.008568,0.399832,0.007901,0.545978,0.007223,422.39,0.49
Houston,2;14,stressed grass;tennis court,15,0.591381,0.009205,0.528246,0.010888,0.556721,0.010017,0.808676,0.011857,0.790758,0.009422,0.792781,0.012824,0.837434,0.012186,0.580463,0.046864,0.684475,0.034542,0.852541,0.010381,0.389169,0.031419,0.533570,0.030640,422.06,0.48
Houston,2;15,stressed grass;running track,15,0.568493,0.025866,0.487589,0.019425,0.531259,0.027937,0.797197,0.006791,0.796226,0.004853,0.780445,0.007352,0.837938,0.007495,0.518152,0.012735,0.640238,0.010093,0.857882,0.005538,0.395466,0.009719,0.541292,0.009121,422.31,0.49
Houston,3;4,synthetic grass;trees,15,0.544793,0.018035,0.460918,0.023508,0.504384,0.019998,0.777295,0.005889,0.781539,0.004682,0.759003,0.006333,0.853673,0.009766,0.262290,0.072449,0.395732,0.078849,0.870291,0.008639,0.204657,0.056530,0.327441,0.069842,422.15,0.49
Houston,3;5,synthetic grass;soil,15,0.532516,0.028871,0.464106,0.024159,0.492697,0.031555,0.803027,0.004772,0.803343,0.004959,0.786927,0.005134,0.849513,0.008014,0.489191,0.017962,0.620557,0.012407,0.868175,0.007305,0.381934,0.014023,0.530275,0.012449,422.17,0.50
Houston,3;6,synthetic grass;water,15,0.604751,0.053444,0.514124,0.053145,0.569891,0.058419,0.814100,0.008643,0.794833,0.007517,0.799366,0.009353,0.860045,0.010341,0.184124,0.026490,0.302326,0.034234,0.872510,0.010656,0.289935,0.041713,0.433447,0.043883,422.10,0.48
Houston,3;7,synthetic grass;residential buildings,15,0.550357,0.019475,0.471348,0.020313,0.510861,0.021375,0.789881,0.008998,0.793028,0.007402,0.772654,0.009719,0.877249,0.010192,0.209110,0.024836,0.336940,0.033041,0.890102,0.007936,0.162043,0.019246,0.273663,0.028034,422.18,0.48
Houston,3;8,synthetic grass;commercial buildings,15,0.562355,0.023757,0.484698,0.034390,0.523913,0.026280,0.800799,0.004614,0.801388,0.004810,0.784491,0.004985,0.845932,0.004990,0.496473,0.004286,0.625707,0.004190,0.865082,0.005450,0.387384,0.003344,0.535123,0.003507,421.87,0.49
Houston,3;9,synthetic grass;road,15,0.558010,0.014643,0.483826,0.016840,0.519569,0.015880,0.770554,0.008164,0.777196,0.006605,0.751821,0.008812,0.880200,0.008161,0.034900,0.015919,0.066634,0.029342,0.892585,0.006603,0.027166,0.012391,0.052417,0.023268,422.04,0.49
Houston,3;10,synthetic grass;highway,15,0.626503,0.032236,0.541031,0.035460,0.593660,0.035116,0.793567,0.007630,0.795446,0.005632,0.776673,0.008219,0.847722,0.008503,0.424740,0.002681,0.565921,0.003842,0.866554,0.006274,0.333243,0.001843,0.481368,0.002746,422.36,0.48
Houston,3;11,synthetic grass;railway,15,0.605774,0.034490,0.520736,0.036557,0.571007,0.037702,0.808858,0.013769,0.810525,0.017474,0.793432,0.014904,0.863144,0.006540,0.440981,0.073269,0.580585,0.060817,0.878987,0.006503,0.365525,0.098317,0.509643,0.089533,421.80,0.49
Houston,3;12,synthetic grass;the first kind of parking lot,15,0.614338,0.026833,0.540909,0.045989,0.580675,0.029732,0.765480,0.013283,0.774620,0.017235,0.746950,0.014371,0.873121,0.008015,0.035134,0.070267,0.058563,0.117127,0.886309,0.007723,0.048640,0.097281,0.076472,0.152945,421.87,0.49
Houston,3;13,synthetic grass;the second kind of parking lot,15,0.636636,0.049853,0.548604,0.051876,0.604707,0.054299,0.800575,0.005204,0.769138,0.004799,0.784313,0.005658,0.863603,0.004365,0.051129,0.019413,0.095819,0.034789,0.877683,0.002898,0.063596,0.024147,0.117520,0.042230,422.14,0.49
Houston,3;14,synthetic grass;tennis court,15,0.617631,0.010168,0.522399,0.010755,0.583872,0.011188,0.793763,0.006800,0.752406,0.004956,0.776913,0.007300,0.857476,0.008254,0.006180,0.012360,0.011922,0.023844,0.866910,0.007819,0.008128,0.016256,0.015517,0.031034,421.75,0.50
Houston,3;15,synthetic grass;running track,15,0.581233,0.025382,0.474751,0.011637,0.543604,0.027373,0.828255,0.008434,0.823481,0.008121,0.814370,0.009119,0.862830,0.009005,0.480062,0.003306,0.616890,0.004783,0.874254,0.008911,0.493461,0.003398,0.630844,0.004931,422.04,0.49
Houston,4;5,trees;soil,15,0.515123,0.032744,0.478165,0.036987,0.475317,0.035642,0.746475,0.008280,0.784947,0.008688,0.725894,0.008954,0.854274,0.007446,0.202458,0.041456,0.325242,0.052459,0.874587,0.006688,0.202286,0.041421,0.326566,0.053126,422.34,0.49
Houston,4;6,trees;water,15,0.564513,0.035427,0.512669,0.039562,0.527343,0.038901,0.801668,0.015412,0.783609,0.013576,0.785407,0.016671,0.858806,0.011493,0.311216,0.085497,0.450697,0.087423,0.873981,0.010780,0.196190,0.053897,0.317082,0.069172,421.96,0.49
Houston,4;7,trees;residential buildings,15,0.516440,0.036746,0.474206,0.045080,0.475865,0.039939,0.774786,0.011401,0.808009,0.009866,0.756521,0.012302,0.881077,0.010345,0.245115,0.042779,0.381606,0.051163,0.894510,0.008617,0.245752,0.043187,0.383639,0.051982,422.03,0.49
Houston,4;8,trees;commercial buildings,15,0.554478,0.039067,0.517966,0.047102,0.517252,0.042635,0.760617,0.005667,0.796203,0.006582,0.741204,0.006141,0.856466,0.006673,0.277392,0.021509,0.418557,0.024591,0.876020,0.006190,0.277392,0.021509,0.420906,0.025202,413.47,0.49
Houston,4;9,trees;road,15,0.537449,0.037158,0.497317,0.054220,0.498208,0.040480,0.766041,0.009686,0.800356,0.008538,0.747061,0.010452,0.880134,0.009350,0.193165,0.030280,0.315658,0.040789,0.893669,0.007189,0.193819,0.030383,0.317439,0.041216,428.96,0.50
Houston,4;10,trees;highway,15,0.531002,0.041863,0.458521,0.050603,0.490305,0.045911,0.784429,0.006910,0.815575,0.006562,0.766934,0.007455,0.843962,0.006318,0.481841,0.044257,0.612196,0.034040,0.866727,0.006574,0.483084,0.043971,0.619162,0.034609,422.24,0.49
Houston,4;11,trees;railway,15,0.553006,0.020470,0.495947,0.022308,0.514780,0.022379,0.754352,0.009896,0.792044,0.008168,0.734488,0.010694,0.867573,0.013540,0.181223,0.037367,0.297873,0.050259,0.886111,0.010653,0.180610,0.037241,0.298181,0.050614,422.22,0.49
Houston,4;12,trees;the first kind of parking lot,15,0.565900,0.035079,0.530166,0.046502,0.529440,0.038256,0.753146,0.011665,0.789589,0.010946,0.733122,0.012623,0.865649,0.007182,0.183078,0.058112,0.298121,0.074767,0.883018,0.007214,0.182303,0.057866,0.298191,0.075223,423.10,0.49
